##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV1096;Loanda;Loanda;Loanda;Loanda;Luanda;Loanda;;;;;X
PROV1097;Vila Henrique de Carvalho;Vila Henrique de Carvalho;Vila Henrique de Carvalho;Vila Henrique de Carvalho;Henrique de Carvalho;Vila Henrique de Carvalho;;;;;X
PROV1098;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluaburg;Luluabourg;;;;;X
PROV1099;Mongu;Mongu;Mongu;Mongu;Mongu;Mongu;;;;;X
PROV1100;Nova Lisboa;Nova Lisboa;Nova Lisboa;Nova Lisboa;Nova Lisboa;Nova Lisboa;;;;;X
PROV1101;Benguella;Benguella;Benguella;Benguella;Benguella;Benguella;;;;;X
PROV1102;Moçâmedes;Moçâmedes;Moçâmedes;Moçâmedes;Moçâmedes;Moçâmedes;;;;;X
PROV1103;Vila Pereira d'Eça;Vila Pereira d'Eça;Vila Pereira d'Eça;Vila Pereira d'Eça;Vila Pereira d'Eça;Vila Pereira d'Eça;;;;;X
PROV1104;Kalabo;Kalabo;Kalabo;Kalabo;Kalabo;Kalabo;;;;;X
PROV1105;Maun;Maun;Maun;Maun;Maun;Maun;;;;;X
PROV1106;Grootfontein;Grootfontein;Grootfontein;Grootfontein;Grootfontein;Grootfontein;;;;;X
PROV1107;Odangwa;Odangwa;Odangwa;Odangwa;Ondangwa;Odangwa;;;;;X
PROV1108;Walvis Bay;Walvis Bay;Walvis Bay;Bahía de Walvis;Walfischbucht;Walvis Bay;;;;;X
PROV1109;Lüderitz;Lüderitz;Lüderitz;Lüderitz;Lüderitz;Lüderitz;;;;;X
PROV1110;Windhoek;Windhoek;Windhoek;Windhoek;Windhuk;Windhoek;;;;;X
PROV1111;Francistown;Francistown;Francistown;Francistown;Francistown;Francistown;;;;;X
PROV1112;Gaberones;Gaberones;Gaberones;Gaberones;Gaberones;Gaberones;;;;;X
PROV1113;Mafeking;Mafeking;Mafeking;Mafeking;Mafikeng;Mafeking;;;;;X
PROV1114;Kimberley;Kimberley;Kimberley;Kimberley;Kimberley;Kimberley;;;;;X
PROV1115;Springbok;Springbok;Springbok;Springbok;Springbok;Springbok;;;;;X
PROV1116;Cape Town;Cape Town;Cape Town;Ciudad de El Cabo;Kapstadt;Cape Town;;;;;X
PROV1117;Port Elisabeth;Port Elisabeth;Port Elisabeth;Port Elisabeth;Port Elizabeth;Port Elisabeth;;;;;X
PROV1118;East London;East London;East London;East London;East London;East London;;;;;X
PROV1119;Durban;Durban;Durban;Durban;Durban;Durban;;;;;X
PROV1120;Johannesburg;Johannesburg;Johannesburg;Johannesburgo;Johannesburg;Johannesburg;;;;;X
PROV1121;Pretoria;Pretoria;Pretoria;Pretoria;Pretoria;Pretoria;;;;;X
PROV1122;Lourenço Marques;Lourenço Marques;Lourenço Marques;Lourenço Marques;Lourenço Marques;Lourenço Marques;;;;;X
PROV1123;Inhambane;Inhambane;Inhambane;Inhambane;Inhambane;Inhambane;;;;;X
PROV1124;Bulawayo;Bulawayo;Bulawayo;Bulawayo;Bulawayo;Bulawayo;;;;;X
PROV1125;Harare;Harare;Harare;Harare;Harare;Harare;;;;;X
PROV1126;Lusaka;Lusaka;Lusaka;Lusaka;Lusaka;Lusaka;;;;;X
PROV1127;Élisabethville;Élisabethville;Élisabethville;Élisabethville;Élisabethville;Élisabethville;;;;;X
PROV1128;Mpika;Mpika;Mpika;Mpika;Mpika;Mpika;;;;;X
PROV1129;Ndola;Ndola;Ndola;Ndola;Ndola;Ndola;;;;;X
PROV1130;Beira;Beira;Beira;Beira;Beira;Beira;;;;;X
PROV1131;Tete;Tete;Tete;Tete;Tete;Tete;;;;;X
PROV1132;Zomba;Zomba;Zomba;Zomba;Zomba;Zomba;;;;;X
PROV1133;Quelimane;Quelimane;Quelimane;Quelimane;Quelimane;Quelimane;;;;;X
PROV1134;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;;;;;X
PROV1135;Reunion;Reunion;Reunion;Reunión;Reunion;Reunion;;;;;X
PROV1136;Mauritius;Mauritius;Mauritius;Mauricio;Mauritius;Mauritius;;;;;X
PROV1137;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;;;;;X
PROV1138;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;;;;;X
PROV1139;Lindi;Lindi;Lindi;Lindi;Lindi;Lindi;;;;;X
PROV1140;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es-Salaam;Daressalam/Sansibar;Dar es Salaam;;;;;X
PROV1141;Tanga;Tanga;Tanga;Tanga;Tanga;Tanga;;;;;X
PROV1142;Léopoldville;Léopoldville;Léopoldville;Léopoldville;Léopoldville;Léopoldville;;;;;X
PROV1143;Kindu-Port-Empain;Kindu-Port-Empain;Kindu-Port-Empain;Kindu-Port-Empain;Kindu Port-Empain;Kindu-Port-Empain;;;;;X
PROV1144;Albertville;Albertville;Albertville;Albertville;Albertville;Albertville;;;;;X
PROV1145;Kano;Kano;Kano;Kano;Kano;Kano;;;;;X
PROV1146;Cap Verde Islands;Cap Verde Islands;Cap Verde Islands;Cabo Verde;Kapverdische Inseln;Cap Verde Islands;;;;;X
PROV1147;Ascunsion;Ascunsion;Ascunsion;Asunción ;Ascension;Ascunsion;;;;;X
PROV1148;St.Helena;St.Helena;St.Helena;Santa Elena;St. Helena;St.Helena;;;;;X
PROV1149;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Workuta;Vorkuta;;;;;X
PROV1150;Osa;Osa;Osa;Osa;Osa;Osa;;;;;X
PROV1151;Molotov;Molotov;Molotov;Molótov;Molotow;Molotov;;;;;X
PROV1152;Storozhevsk;Storozhevsk;Storozhevsk;Storozhevsk;Storoschewsk;Storozhevsk;;;;;X
PROV1153;Troitsko-Pechorsk;Troitsko-Pechorsk;Troitsko-Pechorsk;Troitsko-Pechorsk;Troizko-Petschorsk;Troitsko-Pechorsk;;;;;X
PROV1154;Salekhard;Salekhard;Salekhard;Salejard;Salechard;Salekhard;;;;;X
PROV1155;Tazov;Tazov;Tazov;Tazovo;Tasow;Tazov;;;;;X
PROV1156;Dudinka;Dudinka;Dudinka;Dudinka;Dudinka;Dudinka;;;;;X
PROV1157;Khatanga;Khatanga;Khatanga;Jatanga;Chatanga;Khatanga;;;;;X
PROV1158;Saskylakh;Saskylakh;Saskylakh;Saskilaj;Saskylach;Saskylakh;;;;;X
PROV1159;Srednekolymsk;Srednekolymsk;Srednekolymsk;Srednekolimsk;Srednekolymsk;Srednekolymsk;;;;;X
PROV1160;Zhigansk;Zhigansk;Zhigansk;Zhigansk;Schigansk;Zhigansk;;;;;X
PROV1161;Nyurba;Nyurba;Nyurba;Niurba;Njurba;Nyurba;;;;;X
PROV1162;Erbogachen;Erbogachen;Erbogachen;Erbogachen;Yerbogachen;Erbogachen;;;;;X
PROV1163;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Jakutsk;Yakutsk;;;;;X
PROV1164;Khandyga;Khandyga;Khandyga;Jandiga;Chandyga;Khandyga;;;;;X
PROV1165;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verjoiansk;Werchojansk;Verkhoyansk;;;;;X
PROV1166;Pevek;Pevek;Pevek;Pevek;Pewek;Pevek;;;;;X
PROV1167;Evensk;Evensk;Evensk;Evensk;Ewensk;Evensk;;;;;X
PROV1168;;;;;;;;;;;X
PROV1169;;;;;;;;;;;X
PROV1170;Anadyr;Anadyr;Anadyr;Anadir;Anadyr;Anadyr;;;;;X
PROV1171;Palana;Palana;Palana;Palana;Palana;Palana;;;;;X
PROV1172;Petropavlovsk-Kamchatskij;Petropavlovsk-Kamchatskij;Petropavlovsk-Kamchatskij;Petropavlovsk-Kamchatski;Petropawlowsk-Kamtschatski;Petropavlovsk-Kamchatskij;;;;;X
PROV1173;;;;;;;;;;;X
PROV1174;Shumushushima;Shumushushima;Shumushushima;Shumshu;Schumuschuschima;Shumushushima;;;;;X
PROV1175;Ocha;Ocha;Ocha;Oja;Ocha;Ocha;;;;;X
PROV1176;Toyohara;Toyohara;Toyohara;Toyohara;Toyohara;Toyohara;;;;;X
PROV1177;Etorofu;Etorofu;Etorofu;Etorofu;Etorofu;Etorofu;;;;;X
PROV1178;Asahikawa;Asahikawa;Asahikawa;Asahikawa;Asahikawa;Asahikawa;;;;;X
PROV1179;Sapporo;Sapporo;Sapporo;Sapporo;Sapporo;Sapporo;;;;;X
PROV1180;Sendai;Sendai;Sendai;Sendai;Sendai;Sendai;;;;;X
PROV1181;Akita;Akita;Akita;Akita;Akita;Akita;;;;;X
PROV1182;Fukushima;Fukushima;Fukushima;Fukushima;Fukuschima;Fukushima;;;;;X
PROV1183;Niigata;Niigata;Niigata;Niigata;Niigata;Niigata;;;;;X
PROV1184;Tokyo;Tokyo;Tokyo;Tokio;Tokyo;Tokyo;;;;;X
PROV1185;Nagoya;Nagoya;Nagoya;Nagoya;Nagoja;Nagoya;;;;;X
PROV1186;Kanazawa;Kanazawa;Kanazawa;Kanazawa;Kanasawa;Kanazawa;;;;;X
PROV1187;Osaka;Osaka;Osaka;Osaka;Osaka;Osaka;;;;;X
PROV1188;Hiroshima;Hiroshima;Hiroshima;Hiroshima;Hiroschima;Hiroshima;;;;;X
PROV1189;Shikoku;Shikoku;Shikoku;Shikoku;Schikoku;Shikoku;;;;;X
PROV1190;Fukuoka;Fukuoka;Fukuoka;Fukuoka;Fukuoka;Fukuoka;;;;;X
PROV1191;Kagoshima;Kagoshima;Kagoshima;Kagoshima;Kagoschima;Kagoshima;;;;;X
PROV1192;Amami;Amami;Amami;Amami;Amamiinseln;Amami;;;;;X
PROV1193;Okinawa;Okinawa;Okinawa;Okinawa;Okinawa;Okinawa;;;;;X
PROV1194;Jeju;Jeju;Jeju;Cheju;Jeju;Jeju;;;;;X
PROV1195;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;;;;;X
PROV1196;Busan;Busan;Busan;Busan;Busan;Busan;;;;;X
PROV1197;Daegu;Daegu;Daegu;Daegu;Daegu;Daegu;;;;;X
PROV1198;Chunchon;Chunchon;Chunchon;Chunchon;Chuncheon;Chunchon;;;;;X
PROV1199;Seoul;Seoul;Seoul;Seúl;Seoul;Seoul;;;;;X
PROV1200;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;;;;;X
PROV1201;Pyongyang;Pyongyang;Pyongyang;Pyongyang;Pjöngjang;Pyongyang;;;;;X
PROV1202;Dalian;Dalian;Dalian;Dalian;Dalian;Dalian;;;;;X
PROV1203;Tangshan;Tangshan;Tangshan;Tangshan;Tangschan;Tangshan;;;;;X
PROV1204;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;;;;;X
PROV1205;Beiping;Beiping;Beiping;Beiping;Beiping;Beiping;;;;;X
PROV1206;Kalgan;Kalgan;Kalgan;Kalgan;Kalgan;Kalgan;;;;;X
PROV1207;Jining;Jining;Jining;Jining;Jining;Jining;;;;;X
PROV1208;Hohhot;Hohhot;Hohhot;Hohhot;Hohhot;Hohhot;;;;;X
PROV1209;Datong;Datong;Datong;Datong;Datong;Datong;;;;;X
PROV1210;Baoding;Baoding;Baoding;Baoding;Baoding;Baoding;;;;;X
PROV1211;Shijiazhuang;Shijiazhuang;Shijiazhuang;Shijiazhuang;Shijiazhuang;Shijiazhuang;;;;;X
PROV1212;Handan;Handan;Handan;Handan;Handan;Handan;;;;;X
PROV1213;Yucheng;Yucheng;Yucheng;Yucheng;Yucheng;Yucheng;;;;;X
PROV1214;Yantai;Yantai;Yantai;Yantai;Yantai;Yantai;;;;;X
PROV1215;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;;;;;X
PROV1216;Jinan;Jinan;Jinan;Jinan;Jinan;Jinan;;;;;X
PROV1217;Lianyungang;Lianyungang;Lianyungang;Lianyungang;Lianyungang;Lianyungang;;;;;X
PROV1218;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;;;;;X
PROV1219;Nantong;Nantong;Nantong;Nantong;Nantong;Nantong;;;;;X
PROV1220;Yangzhou;Yangzhou;Yangzhou;Yangzhou;Yangzhou;Yangzhou;;;;;X
PROV1221;Hefei;Hefei;Hefei;Hefei;Hefei;Hefei;;;;;X
PROV1222;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;;;;;X
PROV1223;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;;;;;X
PROV1224;Anyang;Anyang;Anyang;Anyang;Anyang;Anyang;;;;;X
PROV1225;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;;;;;X
PROV1226;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;;;;;X
PROV1227;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;;;;;X
PROV1228;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;;;;;X
PROV1229;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;;;;;X
PROV1230;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;;;;;X
PROV1231;Xiangfan;Xiangfan;Xiangfan;Xiangfan;Xiangfan;Xiangfan;;;;;X
PROV1232;Hankou;Hankou;Hankou;Hankou;Hankou;Hankou;;;;;X
PROV1233;Anqing;Anqing;Anqing;Anqing;Anqing;Anqing;;;;;X
PROV1234;Wuhu;Wuhu;Wuhu;Wuhu;Wuhu;Wuhu;;;;;X
PROV1235;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;;;;;X
PROV1236;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;;;;;X
PROV1237;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;;;;;X
PROV1238;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;;;;;X
PROV1239;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;;;;;X
PROV1240;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;;;;;X
PROV1241;Quzhou;Quzhou;Quzhou;Quzhou;Quzhou;Quzhou;;;;;X
PROV1242;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;;;;;X
PROV1243;Nanping;Nanping;Nanping;Nanping;Nanping;Nanping;;;;;X
PROV1244;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;;;;;X
PROV1245;Quanzhou;Quanzhou;Quanzhou;Quanzhou;Quanzhou;Quanzhou;;;;;X
PROV1246;Longyan;Longyan;Longyan;Longyan;Longyan;Longyan;;;;;X
PROV1247;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;;;;;X
PROV1248;Shantou;Shantou;Shantou;Shantou;Shantou;Shantou;;;;;X
PROV1249;Chao'an;Chao'an;Chao'an;Chaoyang;Chao'an;Chao'an;;;;;X
PROV1250;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;;;;;X
PROV1251;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;;;;;X
PROV1252;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;;;;;X
PROV1253;Wuchang;Wuchang;Wuchang;Wuchang;Wuchang;Wuchang;;;;;X
PROV1254;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;;;;;X
PROV1255;Changsha;Changsha;Changsha;Changsha;Changsha;Changsha;;;;;X
PROV1256;Zhuzhou;Zhuzhou;Zhuzhou;Zhuzhou;Zhuzhou;Zhuzhou;;;;;X
PROV1257;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;;;;;X
PROV1258;Guilin;Guilin;Guilin;Guilin;Guilin;Guilin;;;;;X
PROV1259;Shaoyang;Shaoyang;Shaoyang;Shaoyang;Shaoyang;Shaoyang;;;;;X
PROV1260;Changde;Changde;Changde;Changde;Changde;Changde;;;;;X
PROV1261;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;;;;;X
PROV1262;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;;;;;X
PROV1263;Fuling;Fuling;Fuling;Fuling;Fuling;Fuling;;;;;X
PROV1264;Enshi;Enshi;Enshi;Enshi;Enshi;Enshi;;;;;X
PROV1265;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;;;;;X
PROV1266;Yichang;Yichang;Yichang;Yichang;Yichang;Yichang;;;;;X
PROV1267;Ankang;Ankang;Ankang;Ankang;Ankang;Ankang;;;;;X
PROV1268;Nancheng;Nancheng;Nancheng;Nancheng;Nancheng;Nancheng;;;;;X
PROV1269;Xi'an;Xi'an;Xi'an;Sian;Xi'an;Xi'an;;;;;X
PROV1270;Xianyang;Xianyang;Xianyang;Xianyang;Xianyang;Xianyang;;;;;X
PROV1271;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;;;;;X
PROV1272;Yuling;Yuling;Yuling;Yuling;Yuling;Yuling;;;;;X
PROV1273;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;;;;;X
PROV1274;Guyuan;Guyuan;Guyuan;Guyuan;Guyuan;Guyuan;;;;;X
PROV1275;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;;;;;X
PROV1276;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lantschou;Lanzhou;;;;;X
PROV1277;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;;;;;X
PROV1278;Baoji;Baoji;Baoji;Baoji;Baoji;Baoji;;;;;X
PROV1279;Nanchong;Nanchong;Nanchong;Nanchong;Nantschung;Nanchong;;;;;X
PROV1280;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;;;;;X
PROV1281;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;;;;;X
PROV1282;Kangding;Kangding;Kangding;Kangding;Kangting;Kangding;;;;;X
PROV1283;Qamdo;Qamdo;Qamdo;Qamdo;Qamdo;Qamdo;;;;;X
PROV1284;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;;;;;X
PROV1285;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;;;;;X
PROV1286;Comilla;Comilla;Comilla;Comilla;Comilla;Comilla;;;;;X
PROV1287;Imphal;Imphal;Imphal;Imphâl;Imphal;Imphal;;;;;X
PROV1288;Chittagong;Chittagong;Chittagong;Chittagong;Chittagong;Chittagong;;;;;X
PROV1289;Akyab;Akyab;Akyab;Akyab;Akyab;Akyab;;;;;X
PROV1290;Kalewa;Kalewa;Kalewa;Kalewa;Kalewa;Kalewa;;;;;X
PROV1291;Myitkyina;Myitkyina;Myitkyina;Myitkyinâ;Myitkyina;Myitkyina;;;;;X
PROV1292;Kunchaung;Kunchaung;Kunchaung;Kunchaung;Kunchaung;Kunchaung;;;;;X
PROV1293;Xiaguan;Xiaguan;Xiaguan;Xiaguan;Xiaguan;Xiaguan;;;;;X
PROV1294;Baoshan;Baoshan;Baoshan;Boshan;Baoshan;Baoshan;;;;;X
PROV1295;Lashio;Lashio;Lashio;Lashio;Lashio;Lashio;;;;;X
PROV1296;Mandalay;Mandalay;Mandalay;Mandalay;Mandalay;Mandalay;;;;;X
PROV1297;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;;;;;X
PROV1298;Bassein;Bassein;Bassein;Bassein;Bassein;Bassein;;;;;X
PROV1299;Rangoon;Rangoon;Rangoon;Rangún;Rangun;Rangoon;;;;;X
PROV1300;Prome;Prome;Prome;Pyè;Prome;Prome;;;;;X
PROV1301;Toungoo;Toungoo;Toungoo;Toungoo;Toungoo;Toungoo;;;;;X
PROV1302;Sittang;Sittang;Sittang;Sittang;Sittang;Sittang;;;;;X
PROV1303;Chiang Rai;Chiang Rai;Chiang Rai;Chiang Rai;Chiang Rai;Chiang Rai;;;;;X
PROV1304;Shan States;Shan States;Shan States;Estados Shan;Shan-Staat;Shan States;;;;;X
PROV1305;Jinghong;Jinghong;Jinghong;Jinchon;Jinghong;Jinghong;;;;;X
PROV1306;Luang Prabang;Luang Prabang;Luang Prabang;Luang Prabang;Luang Prabang;Luang Prabang;;;;;X
PROV1307;Kunming;Kunming;Kunming;Kunming;Kunming;Kunming;;;;;X
PROV1308;Qujing;Qujing;Qujing;Qujing;Qujing;Qujing;;;;;X
PROV1309;Bose;Bose;Bose;Bose;Poseh;Bose;;;;;X
PROV1310;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liutschou;Liuzhou;;;;;X
PROV1311;Wuzhou;Wuzhou;Wuzhou;Wu chou;Wutschou;Wuzhou;;;;;X
PROV1312;Shaoguan;Shaoguan;Shaoguan;Shaoguan;Shaoguan;Shaoguan;;;;;X
PROV1313;Guangzhou;Guangzhou;Guangzhou;Cantón;Guangzhou;Guangzhou;;;;;X
PROV1314;Bao'an;Bao'an;Bao'an;Bao'an;Bao'an;Bao'an;;;;;X
PROV1315;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;;;;;X
PROV1316;Macao;Macao;Macao;Macao;Macao;Macao;;;;;X
PROV1317;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;;;;;X
PROV1318;Maoming;Maoming;Maoming;Maoming;Maoming;Maoming;;;;;X
PROV1319;Nanning;Nanning;Nanning;Nanning;Nanning;Nanning;;;;;X
PROV1320;Zhanjiang;Zhanjiang;Zhanjiang;Zhanjiang;Zhanjiang;Zhanjiang;;;;;X
PROV1321;Hainan;Hainan;Hainan;Hainan;Hainan;Hainan;;;;;X
PROV1322;Kaohsiung;Kaohsiung;Kaohsiung;Kaohsiung;Kauhsiung;Kaohsiung;;;;;X
PROV1323;Taipei;Taipei;Taipei;Taipei;Taipeh;Taipei;;;;;X
PROV1324;Hualien;Hualien;Hualien;Hualien;Hualien;Hualien;;;;;X
PROV1325;Qinzhou;Qinzhou;Qinzhou;Qinzhou;Qinzhou;Qinzhou;;;;;X
PROV1326;Haiphong;Haiphong;Haiphong;Haiphong;Haiphong;Haiphong;;;;;X
PROV1327;Wenshan;Wenshan;Wenshan;Wenshan;Wenschan;Wenshan;;;;;X
PROV1328;Hanoi;Hanoi;Hanoi;Hanoi;Hanoi;Hanoi;;;;;X
PROV1329;Vientiane;Vientiane;Vientiane;Vientián;Vientiane;Vientiane;;;;;X
PROV1330;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;;;;;X
PROV1331;Khon Kaen;Khon Kaen;Khon Kaen;Jon Kaen;Khon Kaen;Khon Kaen;;;;;X
PROV1332;Nhommarath;Nhommarath;Nhommarath;Nhommarath;Nhommarath;Nhommarath;;;;;X
PROV1333;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;;;;;X
PROV1334;Qui Non;Qui Non;Qui Non;Qui Nhon;Qui Non;Qui Non;;;;;X
PROV1335;Nha Trang;Nha Trang;Nha Trang;Nha Trang;Nha Trang;Nha Trang;;;;;X
PROV1336;Pakse;Pakse;Pakse;Pakxé;Pakse;Pakse;;;;;X
PROV1337;Saigon;Saigon;Saigon;Saigón;Saigon;Saigon;;;;;X
PROV1338;Rach Gia;Rach Gia;Rach Gia;Rach Giá;Rach Gia;Rach Gia;;;;;X
PROV1339;Battambang;Battambang;Battambang;Bãtdâmbâng;Battambang;Battambang;;;;;X
PROV1340;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;;;;;X
PROV1341;Ubon Ratchthani;Ubon Ratchthani;Ubon Ratchthani;Ubon Ratchthani;Ubon Ratchthani;Ubon Ratchthani;;;;;X
PROV1342;Nakhon Ratchthani;Nakhon Ratchthani;Nakhon Ratchthani;Najon Ratchasima;Nakhon Ratchthani;Nakhon Ratchthani;;;;;X
PROV1343;Bangkok;Bangkok;Bangkok;Bangkok;Bangkok;Bangkok;;;;;X
PROV1344;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Najon Sawan;Nakhon Sawan;Nakhon Sawan;;;;;X
PROV1345;Thom Buri;Thom Buri;Thom Buri;Thon Buri;Thom Buri;Thom Buri;;;;;X
PROV1346;Moulmein;Moulmein;Moulmein;Moulmein;Moulmein;Moulmein;;;;;X
PROV1347;Kra;Kra;Kra;Malaca;Kra;Kra;;;;;X
PROV1348;Singora;Singora;Singora;Singora;Singora;Singora;;;;;X
PROV1349;Alor Star;Alor Star;Alor Star;Alor Setar;Alor Star;Alor Star;;;;;X
PROV1350;Kota Bahru;Kota Bahru;Kota Bahru;Kota Baharu;Kota Bahru;Kota Bahru;;;;;X
PROV1351;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;;;;;X
PROV1352;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;;;;;X
PROV1353;Singapore;Singapore;Singapore;Singapur;Singapur;Singapore;;;;;X
PROV1354;Bangka Island;Bangka Island;Bangka Island;Isla de Bangka;Bangka;Bangka Island;;;;;X
PROV1355;Medan;Medan;Medan;Medan;Medan;Medan;;;;;X
PROV1356;Dumai;Dumai;Dumai;Dumai;Dumai;Dumai;;;;;X
PROV1357;Padang;Padang;Padang;Padang;Padang;Padang;;;;;X
PROV1358;Palembang;Palembang;Palembang;Palembang;Palembang;Palembang;;;;;X
PROV1359;Oosthaven;Oosthaven;Oosthaven;Oosthaven;Oosthaven;Oosthaven;;;;;X
PROV1360;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;;;;;X
PROV1361;Zigong;Zigong;Zigong;Zigong;Zigong;Zigong;;;;;X
PROV1362;Zhaotung;Zhaotung;Zhaotung;Zhaotong;Zhaotung;Zhaotung;;;;;X
PROV1363;Anshun;Anshun;Anshun;Anshun;Anshun;Anshun;;;;;X
PROV1364;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;;;;;X
PROV1365;Kaili;Kaili;Kaili;Kaili;Kaili;Kaili;;;;;X
PROV1366;Bogorodskoe;Bogorodskoe;Bogorodskoe;Bogorodskoie;Bogorodskoe;Bogorodskoe;;;;;X
PROV1367;Khabarovsk;Khabarovsk;Khabarovsk;Jabárovsk;Chabarowsk;Khabarovsk;;;;;X
PROV1368;Komsomolsk-na-Amure;Komsomolsk-na-Amure;Komsomolsk-na-Amure;Komsomolsk del Amur;Komsomolsk;Komsomolsk-na-Amure;;;;;X
PROV1369;Ternei;Ternei;Ternei;Ternei;Ternei;Ternei;;;;;X
PROV1370;Iman;Iman;Iman;Iman;Iman;Iman;;;;;X
PROV1371;Tetyukhe;Tetyukhe;Tetyukhe;Tetiuje;Tetjuche;Tetyukhe;;;;;X
PROV1372;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Wladiwostok;Vladivostok;;;;;X
PROV1373;Spassk-Dalnij;Spassk-Dalnij;Spassk-Dalnij;Spassk Dal’nij;Spassk-Dalni;Spassk-Dalnij;;;;;X
PROV1374;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;;;;;X
PROV1375;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;;;;;X
PROV1376;Chongyin;Chongyin;Chongyin;Chongyjin;Chongyin;Chongyin;;;;;X
PROV1377;Liaoyuan;Liaoyuan;Liaoyuan;Liaoyuan;Liaoyuan;Liaoyuan;;;;;X
